idx,db_id,iro,time_horizon,direction,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text
77,278,리스크_장기,장기,리스크,0.1902,0.2094,0.1799,1,1,1,1,1,1,0.1799,negative,0.5397,0.38795438408851624,에너지 관리,E,신재생에너지 전환,이는 국내 기업이 체결한 PPA 중 최대 규모다.
78,279,리스크_장기,장기,리스크,0.2759,0.3383,0.2931,3,1,1,1,1,1,0.1832,negative,0.5496,0.6155256032943726,에너지 관리,E,신재생에너지 전환,"삼성물산이 호주 노던 테리토리 주정부와 재생에너지 발전 저장과 수소 생산을 위한 그린허브 복합단지 조성에 관한 양해각서를 체결했다. 이번 프로젝트는 태양광과 풍력에너지를 이용해 대규모로 전기를 생산하는 재생에너지 파크와 배터리 에너지 저장 시스템, 녹색 수소 생산 시스템, 그리고 관련된 송전 인프라를 포함한다. 삼성물산은 또, 이번 프로젝트의 일환으로 실질적인 제조 허브를 구축할 계획이다. 풍력 및 태양광 발전소의 생산량은 삼성 계열사를 포함해 100% 재생 가능 에너지로 전환하는 제조 부문 내 회사에 전달될 예정이다. 이번 노던 테리토리 그린허브 프로젝트는 삼성물산의 호주 친환경 에너지 시장 공략의 핵심 프로젝트로 평가됐다."
79,280,리스크_장기,장기,리스크,0.251,0.3784,0.1824,1,1,1,1,1,1,0.1824,negative,0.5472,0.691466748714447,에너지 관리,E,신재생에너지 전환,"탄소포집 기술을 개발하고 있는 카본에너지 가 미래과학기술지주, 라이징에스벤처스, 로우파트너스로부터 시드 라운드 투자를 유치했다. 금액은 비공개다. 카본에너지는 B2B 형태로 기업들의 탄소중립(Net-Zero)과 RE100 달성을 위해서 공정에 사용가능한 재생에너지와 탄소감축량을 동시에 제공하는 서비스를 제공할 계획이다."
80,281,리스크_장기,장기,리스크,0.2433,0.2435,0.2941,3,1,1,1,1,1,0.1838,negative,0.5515,0.4415220320224762,에너지 관리,E,신재생에너지 전환,전 세계 소득 상위 10%를 차지하는 이들이 전 세계 탄소 배출량의 절반을 차지하고 있는 것으로 나타났다. 기후변화에 책임이 있는 만큼 이들을 대상으로 부유세를 매겨 저탄소 재생에너지 전환에 필요한 재원을 마련해야 한다는 주장도 나왔다. 영국의 국제구호개발기구 옥스팜은 보고서에서 2019년 기준 소득 상위 1 에 속하는 7700만명이 전 세계 탄소 배출량의 16%를 차지하고 있다고 밝혔다.
81,282,리스크_장기,장기,리스크,0.2655,0.3467,0.2555,1,3,1,1,1,1,0.1825,negative,0.5474,0.6334046721458435,기후변화·온실가스,E,Scope 3 배출량,"미국 증권거래위원회(SEC)가 온실가스 배출량 공시 요건을 완화할 방침이다. 새로 도입할 규칙에 따라 가스 배출량을 측정하기 까다로워서다. 공시로 인한 효익보다 비용만 증가한다는 비판도 거센 상황이다. 로이터통신은 소식통을 인용해, SEC가 기업 공급망에서 배출되는 온실 가스양을 공시하는 요건을 일부 완화할 방침이라고 보도했다. 특히, 기업의 가치사슬(밸류체인) 내부에서 생성되는 모든 온실가스를 측정하는 스코프3(Scope 3) 배출 공시 규제를 축소할 계획이다. 스코프3은 기업 공시에서 가장 까다로운 영역으로 평가받는다. 기업이 직접 통제할 수 없는 영역 밖에서 나오는 온실가스 배출량도 측정해야 해서다. SEC 내부에서도 스코프3을 철회해야 한다는 비판이 나왔다."
82,283,리스크_장기,장기,리스크,0.2391,0.2867,0.2389,1,1,2,1,1,1,0.1837,negative,0.5512,0.5201765894889832,에너지 관리,E,신재생에너지 전환,"전략 원자재는 신재생에너지, 디지털, 항공우주, 방위 기술 등 핵심 산업 분야에 사용되는 원자재 중 수요와 공급망 차질 위험 등을 고려해 설정한 것으로 별도 규정을 적용받게 된다. EU는 이미 전략 원자재로 분류된 천연 흑연 외에 향후 합성 흑연도 추가하는 방안을 검토 중이다. 이 밖에 신규 원자재 추출 프로젝트에 대해서는 최대 27개월 이내, 가공 재활용 프로젝트는 15개월 이내로 사업 허가에 걸리는 기간을 대폭 단축하는 방안도 합의됐다."
83,284,리스크_장기,장기,리스크,0.3057,0.3509,0.3658,3,3,1,1,1,1,0.1829,negative,0.5487,0.6395595669746399,에너지 관리,E,신재생에너지 전환,"현대건설이 유럽 최대 에너지 기업과 손잡고 신재생에너지 발전사업 확장에 나섰다. 현대건설은 지난 14일 알더블유이 오프쇼어 윈드(RWE Offshore Wind GmbH, 이하 RWE)와 해상풍력발전 및 그린수소사업 공동개발 에 대한 전략적 업무협약(MOU)을 체결했다고 15일 밝혔다. 이번 협약을 통해 양사는 국내 해상풍력발전사업 공동개발 양사가 개발 중인 사업의 상호 간 참여기회 도모 그린수소를 포함한 신에너지 분야 신규사업 모색 등에 긴밀하게 협력할 계획이다. 양사는 국내 해상풍력발전시장에 대한 현대건설의 경험 및 네트워크와 RWE의 글로벌 해상풍력발전단지 개발 및 운영 노하우를 바탕으로 국내 해상풍력발전사업 공동개발에 협력해 글로벌 시장으로 그 범위를 확대해 나갈 예정이다."
84,285,리스크_장기,장기,리스크,0.2057,0.2485,0.1827,1,1,1,1,1,1,0.1827,negative,0.5482,0.45322614908218384,에너지 관리,E,신재생에너지 전환,"이번 펀드는 해외에서 진행되는 인프라 사업에 투자한다는 점에서 기존의 해외 인프라 펀드와 유사하지만, 탄소배출권을 확보할 수 있는 사업으로 투자 대상이 한정된다는 점에서 차이가 있다. 투자 대상은 태양광 발전 등 탄소배출권을 확보할 수 있는 해외 친환경 사업이 우선 꼽혔다."
85,286,리스크_단기,단기,리스크,0.3319,0.3505,0.2886,3,1,1,1,2,2,0.3607,negative,0.5411,0.6476724147796631,에너지 관리,E,신재생에너지 전환,"2000억원 규모의 기업 재생에너지 펀드가 나왔다. 한국에너지공단은 국내기업의 RE100(재생에너지 100%) 이행지원 및 재생에너지 민간투자 활성화를 위해 기업 재생에너지 펀드를 조성한다고 2일 밝혔다. 펀드는 공단의 녹색 프리미엄 재원 2000억원과 국책은행인 IBK기업은행의 투자금 500억원으로 모( )펀드를 조성하고, 공모를 통해 선정된 KDB인프라자산운용이 모펀드를 운용한다."
86,287,리스크_단기,단기,리스크,0.2648,0.3559,0.1821,1,1,1,1,1,2,0.2549,negative,0.5463,0.6514232158660889,에너지 관리,E,신재생에너지 전환,"현대건설이 재생에너지 전력중개거래 분야 신사업 추진 보폭을 넓히고 있다. 현대건설은 최근 인천남동산업단지 에너지자급자족 인프라 구축 및 운영사업의 본격 착수를 위한 협약을 체결했다고 22일 밝혔다. 인천테크노파크를 주관기관으로, 현대건설(발전 인프라 구축) KT(에너지 관리시스템 구축) 유호스트(고효율화 설비 구축) 등이 컨소시엄으로 참여한다. 이 사업에서 현대건설은 발전 인프라 구축사업의 총괄 리더로서, 인천 내 유수의 태양광 회사인 JH에너지 원광에스앤티와 함께 재생에너지 발전설비 구축 운영, 재생에너지 전력거래를 담당한다. 한편, 이번 에너지자급자족사업에 현대건설은 산업단지 최초로, 온사이트 PPA(On-Site PPA) 거래방식을 도입한다."
87,288,리스크_단기,단기,리스크,0.3729,0.2972,0.3634,3,3,1,1,3,2,0.4724,negative,0.5451,0.5452408194541931,이사회 구조,G,이사회 구성 및 독립성,"기업의 25% 만이 ESG 공시 준비가 된 것으로 나타났다. 세계적인 종합 회계 컨설팅 기업인 KPMG가 전세계 750개 기업의 ESG 담당 최고 경영진과 이사회 구성원을 대상으로 ESG 공시 준비지수(KPMG ESG Assurance Maturity Index 2023) 를 설문 조사한 결과, 글로벌 기업 중 75%가 ESG 데이터 인증 및 새로운 규제 대응에 아직 많은 과제가 남았다고 답했다. 매출이 100억달러(약 13조5700억원) 이상의 규모가 큰 기업은 ESG 정보공시 준비(56.3점)가 상대적으로 잘 되어 있는 것으로 조사됐다."
88,289,리스크_단기,단기,리스크,0.3729,0.2972,0.3634,3,3,1,1,3,2,0.4724,negative,0.5451,0.5452408194541931,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"기업의 25% 만이 ESG 공시 준비가 된 것으로 나타났다. 세계적인 종합 회계 컨설팅 기업인 KPMG가 전세계 750개 기업의 ESG 담당 최고 경영진과 이사회 구성원을 대상으로 ESG 공시 준비지수(KPMG ESG Assurance Maturity Index 2023) 를 설문 조사한 결과, 글로벌 기업 중 75%가 ESG 데이터 인증 및 새로운 규제 대응에 아직 많은 과제가 남았다고 답했다. 매출이 100억달러(약 13조5700억원) 이상의 규모가 큰 기업은 ESG 정보공시 준비(56.3점)가 상대적으로 잘 되어 있는 것으로 조사됐다."
89,290,리스크_장기,장기,리스크,0.2261,0.1791,0.3104,1,3,2,1,1,1,0.1826,negative,0.5477,0.3269333243370056,에너지 관리,E,신재생에너지 전환,"세계 광산업계에서 구리에 대한 초과 수요 현상이 장기간 심화할 것이란 우려를 제기했다. 재생에너지 전환이 급속도로 이뤄지면서 구리 수요가 공급을 크게 앞지를 것이란 이유다. 고금리 장기화로 자본 조달 비용이 증가하면서, 신규 광산을 개발하는 속도도 더뎌지고 있다는 지적이 나오고 있다."
90,291,리스크_장기,장기,리스크,0.2096,0.2064,0.2365,1,1,2,1,1,1,0.1819,negative,0.5457,0.37831589579582214,안전보건,S,사업장 안전보건 관리체계,"유럽연합(EU)이 반도체와 인공지능(AI) 등 첨단기술에 대한 위험성 평가를 시작했다. 사실상 중국을 겨냥한 수출 및 투자 제한 검토로, 유럽의 대중 전략 핵심인 디리스킹(위험 제거) 을 본격화한 것으로 풀이된다. EU는 27개 회원국과 함께 연말까지 위험성 평가를 마친 후, 내년에 구체적인 대응에 나서기로 했다."
91,292,리스크_장기,장기,리스크,0.3179,0.3832,0.3675,3,3,1,1,1,1,0.1838,negative,0.5513,0.6951333284378052,에너지 관리,E,신재생에너지 전환,"TSMC가 2040년 RE100(재생에너지로 전력 100% 충당)을 조기 달성하겠다고 밝혔다. TSMC는 당초 계획했던 2050년보다 10년 앞당겨 RE100을 구축할 계획이라고 말했다. 또, 2030년 전사 재생에너지 소비 목표를 전체의 40%에서 60%로 상향 조정했다. 유럽연합(EU) 등 해외 국가 관련 규제에 맞춰 향후 반도체 수출, 해외 진출, 해외 투자 유치 등에 지장을 최소화하려는 시도로 풀이된다. TSMC는 세계 최대 재생 에너지 기업과 전력 구매 계약을 체결했다고 밝혔다. 신재생에너지와 산업용 전력소비를 매칭하는 플랫폼을 구축하고 20년 장기 2만 기가와트시(GWh) 규모 신재생에너지 공동 계약도 체결했다."
92,293,리스크_장기,장기,리스크,0.2601,0.4051,0.182,1,1,1,1,1,1,0.182,negative,0.5461,0.7417747378349304,에너지 관리,E,신재생에너지 전환,"윤석열 대통령이 국제연합(UN) 총회에서 원전, 수소를 포함한 CFE(무탄소에너지) 국제 플랫폼 CF 연합을 제안했다. 재생에너지에서 무탄소 에너지원으로 범위를 넓혀 RE100을 보완하는 내용이다. RE100(재생에너지 100% 사용)만으론 탄소중립을 달성하기 어렵다는 현실적 진단을 토대로, 전 세계에 대안을 던진 것으로 풀이된다. CF연합은 크게 CFE 투자 촉진 CFE 이행 검증 체계 및 국제표준 확립 공적개발원조(ODA) 등 개발도상국 접근성 확보 등 세 가지 방향을 모색한다. 산업통상자원부 관계자는 인증제도의 체계적인 실행과 관련 산업의 인프라 구축, 국제회의와 양자 다자협의 채널을 활용한 국가 간 협력과 규범 정립을 통해 CF연합의 활동을 적극적으로 지원해 나갈 계획이라고 밝혔다."
93,294,리스크_단기,단기,리스크,0.3254,0.2918,0.3268,3,2,1,1,2,2,0.3631,negative,0.5446,0.5357533693313599,에너지 관리,E,신재생에너지 전환,"HD현대의 태양광 부문 계열사인 HD현대에너지솔루션이 아프리카 시장 공략에 속도를 내고 있다. HD현대에너지솔루션은 포르투갈 MCA 와 1300MW 규모의 태양광 모듈 공급 계약을 체결했다고 밝혔다. 총 수주 금액은 422억원으로, 이번 계약에 따라 HD현대에너지솔루션은 2024년 2월까지 MCA에 태양광 모듈 20만여 장을 공급한다. MCA는 해당 제품을 약 300MW 규모 태양광 발전단지 조성 사업(Solar 프로젝트)에 사용할 예정이다. 해당 사업은 앙골라 지역 60개 마을 약 20만 가구에 전기를 공급하는 프로젝트로, 앙골라 정부가 주도해 2025년 말 완공된다."
94,295,리스크_단기,단기,리스크,0.2498,0.3015,0.2557,1,3,1,1,1,1,0.1826,negative,0.5479,0.5503386855125427,기후변화·온실가스,E,Scope 3 배출량,"SK에코플랜트가 미국 1위 폐기물 기업 웨이스트 매니지먼트와 손잡고, 폐기물 에너지화 리사이클링 등 고부가가치 업스트림(Upstream) 사업 확대에 나섰다. 박경일 SK에코플랜트 사장은 최근 방한한 제임스 피시(Jim Fish) 웨이스트 매니지먼트 CEO를 비롯해 복수의 C레벨 경영진과 비공개로 회동했다. 이번 만남은 웨이스트 매니지먼트의 요청으로 이뤄졌으며, 국내 기업 중 유일하게 SK에코플랜트만 만난 것으로 파악됐다. 업계 관계자는 웨이스트 매니지먼트는 최근 폐기물 자원화 사업을 확대하고 있으며, 신사업 발굴 차원으로 해외 출장에 나선 상황이라고 전했다. SK에코플랜트는 지난해 매출액 기준 국내 1위 환경기업이다."
95,296,리스크_장기,장기,리스크,0.2082,0.2661,0.177,1,1,1,1,1,1,0.177,negative,0.531,0.501168429851532,기후변화·온실가스,E,Scope 3 배출량,"특히, 자회사 테스(TES)와 DY폴리머 등을 통해 폐기물을 다시 에너지화 자원화하는 업스트림 사업에 투자를 늘리고 있다."
96,297,리스크_장기,장기,리스크,0.2327,0.2515,0.2564,1,3,1,1,1,1,0.1832,negative,0.5495,0.45773130655288696,인적자원 관리,S,다양성 및 형평성 (DEI),"정부가 역대 처음으로 가을철에 전력 계통 안정화 대책을 수립했다. 이달 추석 연후 전주부터 11월 초까지 대책 기간으로 설정했다. 정부가 가을철 경부하기를 대상으로 전국 단위의 계통 안정화 대책을 수립한 것은 이번이 처음이다. 산업부는 추석 연휴가 시작되기 전 주인 오는 23일부터 11월 5일까지를 대책 기간으로 설정했다. 대책 기간이 오기 전에 한빛 2호기 한울 6호기 등 원전 계획예방정비 일정을 조정해, 추석 특수 경부하 기간 정비를 시행한다. 이 같은 조치에도 불구하고 발전기 출력제어가 필요하면, 경제 안전 형평성 등을 감안해 출력제어를 이행할 계획이다."
97,298,리스크_장기,장기,리스크,0.2347,0.2937,0.2199,1,2,1,1,1,1,0.1832,negative,0.5497,0.534217357635498,에너지 관리,E,신재생에너지 전환,"삼성물산 상사부문의 미국 신재생 에너지 법인 삼성 C T 리뉴어블스가 현지 신재생 에너지 개발 투자 회사 선레이서 리뉴어블스와 미국 남부 텍사스주 3GW 규모 태양광 ESS(에너지저장장치) 프로젝트 매각과 개발 서비스 계약을 체결했다고 밝혔다. 삼성물산은 텍사스 지역에 부지 사용권 확보, 전력 계통 연계 검토 등 초 중기 개발 과정에 있는 총 15개 프로젝트(6개 태양광 약 1GW, 9개 ESS 약 2GW)를 선레이서에 일괄 매각하는 동시에, 태양광 발전소 착공 전까지 필요한 각종 평가 인허가 취득 등 개발 서비스를 제공할 예정이다. 양사는 2025 2026년 중 상업 운전 개시가 가능한 일정으로 프로젝트 개발을 진행할 계획이며, 향후 미국 시장 내 협력을 확대해 나갈 계획이다."
98,299,리스크_장기,장기,리스크,0.2682,0.3645,0.1827,1,1,1,1,1,2,0.2557,negative,0.548,0.6650747656822205,에너지 관리,E,신재생에너지 전환,"현대건설이 전력중개거래사업을 본격 추진하며 탄소중립경영 가속화에 나서. 현대건설은 지난 8일 에너지 IT 스타트업 식스티헤르츠(60 ) 와 지분투자를 통한 전략적 파트너십을 체결했다고 밝혔다. 이번 파트너십을 통해, 현대건설은 전력중개거래에 필수적인 기술 및 상품 모델을 공동개발 해 에너지 거래 통합 IT 플랫폼을 마련할 방침이다. 식스티헤르츠는 재생에너지 발전량 예측 및 VPP 소프트웨어 개발에 주력하는 기후테크 스타트업으로 CES 2023 혁신상 , 범정부 공공데이터 활용 창업경진대회 대통령상 을 수상하는 등 에너지 분야 IT 기술 부문에서 높은 평가를 받고 있다. 현대건설은 이번 파트너십을 통해 민간의 직접 PPA 를 포함한 전력거래 자동화 IT 플랫폼을 국내 최초로 구현할 계획이다."
99,300,리스크_장기,장기,리스크,0.2385,0.2679,0.2565,1,3,1,1,1,1,0.1832,negative,0.5497,0.4874144196510315,에너지 관리,E,에너지 소비 및 효율화,"유럽연합(EU)이 작년에 이어 올해 유엔 기후 정상회의에서도, 이른바 글로벌 화석연료 단계적 퇴출 제안을 다시 밀어붙일 것으로 보인다. 앞서 지난해 COP27 정상회의에서도 EU 등을 주축으로 유사한 협상안이 제시됐지만 당시 200여 개국 중 80여 개국만 지지하는 데 그쳤다. EU는 11월 두바이에서 열리는 COP28을 앞두고 마련한 협상 입장 초안에서, 기후중립 경제로 전환하려면 전 세계적으로 화석연료 사용을 단계적으로 중단해야 할 것이며, 화석연료 소비의 정점도 이미 근접했다고 적시했다고 로이터 통신이 보도했다. COP28 합의가 법적 구속력이 있는 건 아니지만, 구체적 합의가 도출될 경우 전 세계적으로 화석연료 사용량을 크게 줄일 수 있는 동력이 될 것이라고 전문가들은 보고 있다."
100,301,리스크_장기,장기,리스크,0.3292,0.3479,0.1836,1,1,1,1,3,2,0.4774,negative,0.5508,0.6316432952880859,에너지 관리,E,에너지 소비 및 효율화,"국제통화기금(IMF)이 세계가 탄소 배출로 일으킨 피해액 즉, 기후 부채(climate debt)를 산출한 결과 피해액이 2035년에는 139조달러(약 18경원)이 넘어설 것이라는 예측이 나왔다. 기후 부채(climate debt)란 탄소 배출로 벌어진 부정적 기후변화가 입힌 피해를 국가별 경제 규모와 화석연료 사용량 등을 종합해 금액으로 환산한 것이다. 지금까지 기후 부채를 가장 많이 진 나라는 미국이며, 앞으로는 중국이 될 것으로 분석됐다. 연구자들은 각국이 발표한 2030년 국제온실가스감축목표(NDC)를 충실히 지킨다고 가정하면 지금까지 누적된 기후 빚에서 9조6천억 달러(약 1경2676조원)를 상환할 수 있을 것으로 분석했다."
