idx,iro,final_score,base_score,impact_score,scale,scope,probability,irreversibility,fin_scale,fin_prob,financial_score,polarity,confidence,similarity,issue_group,domain,sub_issue_name,text,review_needed,review_reason
104,context,0.2949,0.5107,0.1726,1,1,2,1,,,,neutral,0.996,0.5127066969871521,에너지 관리,E,신재생에너지 전환,근본적으로 재생에너지 공급을 늘려야 한다는 의견도 많다. 남 센터장은 수요와 공급을 예측해 보면 앞으로 RE100 기업의 재생에너지 전력 수요가 빠르게 늘어날 전망 이라며 앞으로 공급 부족이 예상된다 고 말했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
105,context,0.3141,0.6507,0.1328,1,1,1,1,,,,neutral,0.996,0.6533317565917969,에너지 관리,E,신재생에너지 전환,미국의 인플레이션 감축법(IRA)에 이어 유럽연합(EU)이 핵심원자재법(CRMA)과 기후중립산업법(Net-Zero Industry Act)을 추진하는 등 세계 각국이 친환경산업 관련 기업과 기술에 대한 보조금 지급 등 육성 의지를 강력하게 피력하면서 신재생에너지 관련 산업은 계속 주목해야 할 투자 분야로 평가받는다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
106,context,0.2495,0.4681,0.1318,1,1,1,1,,,,neutral,0.9882,0.47372710704803467,에너지 관리,E,신재생에너지 전환,"삼성자산운용이 5일 테마별 주식 묶음인 상장지수펀드(ETF)를 기준으로 올 1분기 중 수익률을 비교한 결과, KODEX 2차전지산업이 53.7% 뛰어 최상위권을 기록했다. 이어 태양광과 풍력 등 신재생에너지 기업들로 구성된 KODEX K-신재생에너지액티브가 30.9%의 높은 수익률을 보였다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
107,context,0.2496,0.4657,0.1333,1,1,1,1,,,,neutral,0.9999,0.46572086215019226,에너지 관리,E,신재생에너지 전환,산업통상자원부는 강경성 산업부 2차관과 손양훈 인천대학교 교수를 공동위원장으로 하고 민간 전문가가 참여하는 신재생에너지 정책혁신 TF 를 구성하고 4일 대한상의에서 회의를 열었다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
108,opportunity,0.354,0.4813,0.2855,1,1,1,1,,,,positive,0.8564,0.5619668364524841,기후변화·온실가스,E,Scope 1·2 배출량,반도체 제조업은 기술 분야 가운데에서도 가장 많은 전력을 소비하는 업종이다. 반도체 제조업은 지난 2021년 기준 국내 산업용 전력 사용량의 14%인 41TWh(테라와트시)를 사용했다. 화석연료 의존도가 높은 국내 전력 생산 구조상 반도체 제조업은 철강산업과 함께 온실가스 배출의 주요 원인제공자로 지적돼 왔다.,TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
109,context,0.2966,0.6022,0.132,1,1,1,1,,,,neutral,0.9897,0.6084672212600708,에너지 관리,E,에너지 소비 및 효율화,"에너지부문의 탄소 감축을 위해서는 전력 생산의 탈탄소화와 에너지 효율 개선 가속화, 전동화가 필요하고 이를 위해 재생에너지 발전량을 2030년까지 1200기가와트로 2022년의 3배로 늘려야 한다는 권고가 나왔다. 이를 달성하려면 매년 재생에너지 발전 설비가 90%씩 늘어나야 한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
110,context,0.2967,0.5468,0.1866,1,3,1,1,,,,neutral,0.9999,0.5468757748603821,에너지 관리,E,신재생에너지 전환,"이렇게 마른 수건 쥐어짜는 상황에서 넷제로 실행을 위해 신재생에너지 전환을 제안하고, 폐기물 감축을 위해 폐기물 수거 프로그램을 제안하고, 공급망 ESG 확산을 위해 협력사 지원 프로그램과 현장 컨설팅을 제안해봐야 씨알도 먹히지 않는다. 자원이 부족한 이런 상황에서도 효과적인 지속가능경영 실행 방법을 찾아내는 것이 바로 전략적 ESG 다. 글로벌 경기침체 상황에서 자원부족 상황은 우리 기업들만의 문제가 아니다.",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
111,opportunity,0.3008,0.3485,0.2751,1,1,1,1,,,,positive,0.8253,0.42224839329719543,에너지 관리,E,신재생에너지 전환,"태양광 발전이 전년 대비 25%, 풍력 발전이 전년 대비 13.5% 증가해 두 자릿수대 증가율을 나타냈으나 화석연료를 대체하기에는 턱없이 부족했다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
112,risk,0.4272,0.5405,0.4098,1,1,2,1,,,,negative,0.9457,0.5715613961219788,인적자원 관리,S,다양성 및 형평성 (DEI),"상황이 이렇다 보니 민감한 이슈가 많은 사회 관련 기업들의 활동이 논란에 휩싸이곤 한다. 특히 이 중 최근 줄여서 DEI라고 부르는 다양성(diversity), 형평성(equity), 포용성(inclusion) 문제를 해결하려고 애쓰는 기업이 늘면서 논란이 더욱 가열되고 있다. 기득권 층에서는 DEI 제고 활동에 반발하려는 움직임이 강한 반면, DEI가 부족하다고 판단하는 쪽에서는 DEI를 높여 달라는 요구를 강하게 하기 때문이다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
113,context,0.1459,0.279,0.0743,1,1,1,1,,,,neutral,0.5572,0.5006539821624756,에너지 관리,E,신재생에너지 전환,셀은 최소 단위의 태양전지를 말한다. 셀이 모여 모듈이 된다. 미국에서 생산되는 셀이 없어 이런 가이드라인이 나온 것이다. 미국의 태양광 발전 사업자 협회 SEIA(Solar Energy Industries Association)는 미국에서 조립되는 모듈을 사용하면 모듈에 사용된 셀의 원산지와 상관없이 사업자가 추가적인 세액공제 혜택을 받아야 한다고 주장해 왔다.,TRUE,낮은신뢰도(0.557) | 감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
114,context,0.239,0.397,0.1723,1,1,2,1,,,,neutral,0.9941,0.3993355929851532,윤리경영·준법,G,반부패 및 컴플라이언스,"그렇지만 이제는 시대가 달라졌다. 기업은 재무적 이익뿐만 아니라 환경, 인권, 반부패 등 비재무적 요소도 중요하게 고려해야 하는 상황이다. 그렇지 않으면 소비자들이 책임을 묻고 투자자들이 외면하면서 기업 자체의 지속가능성이 현저히 떨어지기 때문이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
115,context,0.2829,0.4906,0.2068,1,1,3,1,,,,neutral,0.9694,0.5060864686965942,에너지 관리,E,신재생에너지 전환,화석연료가 계속 핵심 에너지원으로 사용되면서 에너지 부문에서 발생한 온실가스 배출량은 전년 대비 0.8% 늘며 증가세를 지속했다. 풍력과 태양광 등 신재생에너지(수력 제외) 사용 비중은 세계 에너지 소비량의 7.5%를 차지하는 데 그쳤다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
116,context,0.3031,0.6252,0.1297,1,1,1,1,,,,neutral,0.9725,0.642876148223877,에너지 관리,E,신재생에너지 전환,"한국에너지공단은 신재생에너지 보급 촉진 및 활성화를 위해 태양광 직접 설치 기업에 저리융자, 국비 지원 정보제공 등을 맡는다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
117,context,0.1974,0.3523,0.0963,1,1,1,1,,,,neutral,0.7221,0.4879407286643982,기후변화·온실가스,E,Scope 1·2 배출량,현대백화점은 KT와 함께 전력 사용량을 실시간으로 관리하는 스마트 에너지 매니지먼트 시스템을 도입했다. 매장 안팎의 조명은 효율이 높은 LED로 교체하고 태양광 시스템을 추가하는 방안도 검토중이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
118,context,0.3043,0.6225,0.133,1,1,1,1,,,,neutral,0.9977,0.6239362359046936,에너지 관리,E,에너지 소비 및 효율화,"롯데그룹 역시 계열사에 사무실 내 불필요한 전등을 끄고, 회의나 점심시간 등 부재 시에는 소등 여부를 확인하도록 했다. HD현대중공업은 최근 9주간 소셜미디어(SNS)를 통해 에너지 절감 챌린지 이봐 OO로 아껴봤어 를 진행했다. 매주 1개씩 에너지 절감 방안을 소개하면 이를 실천한 임직원이 인증샷을 본인의 SNS에 게재하는 식으로, 총 600건의 참여가 이뤄졌다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
119,context,0.3274,0.6347,0.1865,1,3,1,1,,,,neutral,0.999,0.6353583335876465,에너지 관리,E,신재생에너지 전환,현재 ESG(환경 사회적 책임 거버넌스)와 RE100(재생에너지 100% 사용)은 글로벌 차원의 흐름이라 시멘트업계도 따라가지 않을 수 없는 상황이다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
120,context,0.2672,0.4629,0.1865,1,3,1,1,,,,neutral,0.9993,0.46325409412384033,에너지 관리,E,신재생에너지 전환,"유럽은 대체원료 연구 활발...시멘트업계, ESG와 RE100 흐름 동참해야",TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
121,context,0.2581,0.4735,0.154,1,2,1,1,,,,neutral,0.9624,0.49203479290008545,인적자원 관리,S,다양성 및 형평성 (DEI),KB국민은행은 해양수산부와 해양생태계 보전을 위한 업무협약을 체결했다고 30일 밝혔다. KB국민은행은 지난 2022년부터 바다 사막화가 진행 중인 해역 내 잘피숲을 조성하는 등 해양 생태계 보전을 위해 활동해왔다. 또 해안지역의 유실 침적된 쓰레기를 수거해 해양생물 서식지를 보전하고 피해를 예방하는 등 해양생물 다양성 보전에도 힘써왔다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
122,opportunity,0.4662,0.5995,0.4543,1,3,1,1,,,,positive,0.9736,0.6157689690589905,에너지 관리,E,신재생에너지 전환,카카오는 탄소 중립 달성을 위해 글로벌 이니셔티브 RE100 에 가입했다고 30일 밝혔다. RE100은 기업이 사용하는 전력의 100%를 풍력이나 태양광 같은 재생에너지로 바꾸는 목표를 달성하기 위한 자발적인 캠페인이다.,TRUE,재무영향낮음(잠재규모1·가능성1)
123,opportunity,0.4862,0.7732,0.3317,1,1,1,1,,,,positive,0.9951,0.7770216464996338,에너지 관리,E,신재생에너지 전환,"LG전자는 RE100 달성을 위해 2030년 60%, 2040년 90%, 2050년 100% 순으로 재생에너지 전환 비율을 확대할 계획이라고 5일 밝혔다. 구체적 방안은 사업장에 설치된 고효율 태양광 패널을 활용한 재생에너지 발전 사용 확대 재생에너지 공급인증서(REC) 구매 재생에너지 전력구매계약(PPA) 한국전력 녹색프리미엄 참여 등이다.",TRUE,영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
124,context,0.2662,0.5131,0.1333,1,1,1,1,,,,neutral,0.9997,0.5132136344909668,에너지 관리,E,에너지 소비 및 효율화,1997년 교토의정서 가입국들은 2012년까지 이산화탄소 배출량을 1990년 대비 평균 5% 정도 감축하기로 했다. 이를 이행하지 못하는 국가나 기업은 탄소배출권을 외부에서 구입하게 했다. 따라서 이산화탄소 배출량이 많은 기업은 에너지 절감 등 기술개발로 배출량 자체를 줄이거나 배출량이 적어 여유분의 배출권을 소유하고 있는 기업으로부터 그 권리를 사서 해결해야 한다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
125,context,0.2346,0.4226,0.1333,1,1,1,1,,,,neutral,0.9996,0.4227588176727295,에너지 관리,E,에너지 소비 및 효율화,서울시는 이에 따라 7일 서울시청 서소문2청사 대회의실에서 식품의약품안전처 한국전력공사 한국체인스토어협회와 함께 에너지 절감과 냉장식품 안전을 위한 냉장고 문 달기 사업 업무협약을 체결한다. 여기에는 롯데마트와 이마트 이마트에브리데이 GS더프레시 홈플러스 등 대형 유통업체도 함께한다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
126,context,0.2933,0.5903,0.1333,1,1,1,1,,,,neutral,0.9998,0.5904428362846375,에너지 관리,E,신재생에너지 전환,"CF100에 대한 정부의 지원방안에 대해서는 세제 혜택 등 재정적 인센티브 제공(38.2%) , 실시간 모니터링을 위한 계측설비 등 관련 인프라 구축(26.5%) , 무탄소에너지 전용 전력구매계약(PPA) 등 제도 마련(20.6%) 에 높은 응답률을 보였다. 이 밖에도 무탄소에너지 관련 혁신기업 육성(8.8%), 전략판매시장 규제 완화(5.9%) 등을 제시했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
127,opportunity,0.4225,0.4975,0.4621,3,1,1,1,,,,positive,0.8664,0.5742000341415405,에너지 관리,E,신재생에너지 전환,투자협약에 따라 한수원은 올해부터 2028년까지 최대 4조2500억원을 투자해 도내 산업단지에 2.5GW 규모의 태양광 발전시설을 설치한다. 이는 최근 준공한 울진 신한울 원전 1기(1.4GW) 용량 1.8배 수준이다.,TRUE,재무영향낮음(잠재규모1·가능성1)
128,context,0.2903,0.5819,0.1333,1,1,1,1,,,,neutral,0.9997,0.5820920467376709,에너지 관리,E,신재생에너지 전환,"농협은행은 2040년까지 사용전력의 100%를 재생에너지로 전환하기 위한 2040 NH-RE100 로드맵에 따라, 올해는 전년도 전력사용량의 15%를 재생에너지로 충당할 예정이다. 이는 2021년 한국전력의 통계 기준으로 약 5700가구의 연간 전력사용량에 해당한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
129,context,0.2589,0.4922,0.1333,1,1,1,1,,,,neutral,0.9999,0.49220770597457886,에너지 관리,E,신재생에너지 전환,"환경 이슈 중 탄소배출량 감축이 가장 중요하다는 기업이 47%였고 재생에너지 전환(17.1%), 친환경 기술개발(17.1%) 대기 및 수질오염 관리(9.7%), 순환경제 활성화(9.1%) 등이 뒤를 이었다. 기후변화 대응전략을 수립한 기업은 48%, 구체적 탄소감축 목표를 설정한 기업은 58%였다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
130,context,0.3308,0.6122,0.1732,1,1,2,1,,,,neutral,0.9991,0.6127628087997437,에너지 관리,E,신재생에너지 전환,한전 관계자는 구매자에 대한 제한을 두지 않을 것이라면서도 수소발전 단가가 비싸다는 점을 고려하면 의무구매자 외에 실제로 이 시장에 참여할 구매자는 RE100 기업으로 한정될 것으로 본다 고 말했다. 그는 전력거래소에서 RE100 기업의 그린수소 발전 입찰 참여에 대한 구체적 절차를 만들 것 이라며 2030년 이후 RE100 기업의 본격적인 참여가 예상된다 고 말했다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
131,context,0.344,0.6286,0.24,3,2,1,1,,,,neutral,0.9999,0.6286159157752991,에너지 관리,E,신재생에너지 전환,산업통상자원부는 올해 풍력과 태양광 발전에 참여하는 지역 주민에게 총 368억원 규모의 융자지원을 하는 내용의 녹색혁신금융사업(풍력 태양광 발전 주민참여자금 융자지원 사업) 을 14일 공고했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
132,context,0.3222,0.5887,0.1726,1,1,2,1,,,,neutral,0.9958,0.5912135243415833,에너지 관리,E,신재생에너지 전환,산업부에 따르면 국내 RE100 기업이 재생에너지 100% 사용 달성 시기를 2040 2050년으로 잡고 있어 단기간 내에 이들 기업의 그린수소를 포함한 재생에너지 수요가 급증하지는 않을 전망이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1)
133,context,0.3084,0.6337,0.1333,1,1,1,1,,,,neutral,0.9999,0.6337344646453857,인적자원 관리,S,다양성 및 형평성 (DEI),"기업지배구조 등 거버넌스 이슈에서는 준법 윤리경영 시스템 강화가 가장 중요하다고 답한 곳이 38.5%였고, 이어 ESG 정보공시 평가 대응(28.0%)과 ESG위원회 운영 실효성 확보(16.8%), 이사회 전문성 다양성 확보 (16.1%) 순이었다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
134,context,0.2148,0.372,0.1301,1,1,1,1,,,,neutral,0.976,0.38117995858192444,에너지 관리,E,신재생에너지 전환,한편 국제에너지기구(IEA)는 14일자 보고서를 통해 지난해 EU의 천연가스 수요가 사상 최대 폭인 14% 감소했다고 전했다. 풍력과 태양광 발전의 기록적 증가가 가스 수요 급감을 이끈 가장 큰 요인이었다. 온화한 겨울 날씨와 가스 가격 급등에 따른 산업 부문의 수요 위축도 가스 수요 감소 요인으로 꼽혔다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
135,context,0.2749,0.5406,0.1319,1,1,1,1,,,,neutral,0.9891,0.5465708374977112,기후변화·온실가스,E,Scope 3 배출량,"하지만 스코프3 배출량, 특히 다운스트림 배출량은 기업이 탄소배출량을 측정하기 어려워 공시 내용의 정확성을 확보하기 어렵다는 지적이 많아 ISSB는 공시 의무를 유예해 주기로 했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
136,context,0.2978,0.5765,0.16,1,2,1,1,,,,neutral,0.9998,0.5766178965568542,에너지 관리,E,에너지 소비 및 효율화,광주TP 노사는 선언문을 통해 향후 ESG경영을 위해 에너지 절감 친환경 도시 조성 지역사회 협력 및 상생경영 실천 중대재해 Zero 사회적 가치 창출 투명하고 공정한 거버넌스 구축 등을 함께 실천해가기로 했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
137,context,0.3058,0.6263,0.1333,1,1,1,1,,,,neutral,0.9998,0.6264416575431824,에너지 관리,E,신재생에너지 전환,"이런 가운데 대한상공회의소(회장 최태원)가 중소 중견기업의 RE100(사용 전력 100%를 재생에너지로 조달) 등의 이행을 돕는 기업진단부터 컨설팅, 재생에너지 거래 매칭까지 원스톱 지원에 나섰다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
138,context,0.3068,0.6295,0.133,1,1,1,1,,,,neutral,0.9975,0.6310412883758545,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"ISSA 5000은 제한적 확신과 합리적 확신을 모두 수행한다. 고정연 팀장에 따르면 제한적 확신(Limited Assurance)은 인증 대상 정보에 대한 정보 사용자의 신뢰가 유의미한 수준 이상이지만, 합리적 확신에 미치지 못하는 확신 수준을 뜻한다. 대표적인 사례로 기업의 분기나 반기 재무제표에 대한 감사인의 검토의견이 여기에 해당한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
139,context,0.2959,0.5667,0.1267,1,1,1,1,,,,neutral,0.9499,0.5965399742126465,이사회 구조,G,이사회 구성 및 독립성,"헤지펀드는 기대수익이 큰 투자 전략을 구사해 기업 자산을 재분배하거나 지배구조, 경영 방향을 급격히 바꿈으로써 수익을 얻으려 한다. 합병, 분사를 모색하기도 하고 배당 확대나 자사주 매입 등 자본배분 문제에 집중하는 성향이 강하다. 헤지펀드는 이사회 구성원을 자신이 지목한 인사로 교체하려는 위임장 대결을 벌이기도 한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1)
140,context,0.2506,0.4704,0.1322,1,1,1,1,,,,neutral,0.9914,0.47446712851524353,윤리경영·준법,G,반부패 및 컴플라이언스,UNGC는 전 세계 162개국에서 2만여개의 기업이 참여하고 있는 세계 최대 규모의 자발적 기업시민 이니셔티브로 인권 노동 환경 반부패 모두 4개 영역의 10대 원칙을 공표해 기업들의 사회적 책임 실천을 촉구하고자 2000년 출범한 UN의 국제협약이다.,TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
141,context,0.2735,0.534,0.1333,1,1,1,1,,,,neutral,0.9994,0.5343363285064697,에너지 관리,E,신재생에너지 전환,"이를 토대로 가장 효과적인 재생에너지 사용 전략을 수립하고, RE100 이행도 지원받을 수 있다. 상의는 전문컨설팅업체를 통해 관련 서비스를 무상 제공한다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
142,context,0.3002,0.6101,0.1333,1,1,1,1,,,,neutral,0.9998,0.6102016568183899,이사회 구조,G,이사회 구성 및 독립성,"윤 후보는 대표이사로 취임하면 지배구조개선TF를 구성하여 혁신에 나서겠다고 약속했다. ESG경영을 강화하면서 대표이사 승계 프로그램과 이사회 구성 등을 대폭 손보고, 사회이사추천위원회 구성에 대표이사를 제외하는 등 KT 지배구조를 개선하겠다는 의지를 밝혔다. 소유분산 기업의 지배구조 개선을 주문한 정부 정책 방향에 화답한 셈이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
143,context,0.2067,0.3163,0.16,1,2,1,1,,,,neutral,0.9997,0.31642425060272217,인적자원 관리,S,다양성 및 형평성 (DEI),야레드 모고리스 생물다양성센터(Center for Biological Diversity) 소속 변호사는 CNBC에 우리가 우주 탐사나 스페이스X가 하는 일을 반대하는 건 아니다 라면서 하지만 별을 보기 위해 지역사회와 서식지와 종들을 기꺼이 희생해서는 안 된다 고 주장했다.,TRUE,감정불명확 | 재무영향낮음(잠재규모1·가능성1)
144,context,0.2605,0.4974,0.1487,1,1,2,1,,,,neutral,0.8578,0.5798025727272034,에너지 관리,E,신재생에너지 전환,"보고서는 올해 재생에너지 발전량과 전력 수요가 평균 정도의 증가율을 보일 것으로 예상되는 반면 화석연료 발전량은 47테라와트(0.3%) 감소할 것으로 예상된다 며 앞으로 풍력과 태양광 발전량은 더 큰 폭으로 증가할 것으로 보이는 가운데, 발전 부문의 탄소 배출량이 2022년 정점을 쳤다는 뜻 이라고 설명했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
145,context,0.2321,0.416,0.1331,1,1,1,1,,,,neutral,0.9982,0.4167352020740509,에너지 관리,E,신재생에너지 전환,"이 중에서 신재생에너지(Renewable Energy) 와 인공지능(AI) 관련 ETF 상품의 평균 수익률이 32 33% 수준으로 단연 두각을 보였다. 미국 연준이 통화긴축 정책의 속도를 일부 조절하기 시작하면서, 미래 성장을 주도할 친환경 및 AI 관련 기업들의 주가가 빠르게 반등한 덕분이다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
146,opportunity,0.6237,0.6233,0.5319,3,1,1,1,,,,positive,0.9973,0.6249675154685974,에너지 관리,E,신재생에너지 전환,SK증권은 국내 자본시장에서 ESG금융의 선도 업체라는 평가를 받는다. 일찍이 2014년부터 신재생에너지 금융자문 주선 지분투자 업무를 수행하며 ESG경영에 앞장서고 있다. 현재까지 8건 약 8800억원에 상당의 풍력발전 프로젝트를 완료했다. 2018년부터는 ESG채권을 대표 주관하며 지난해 11월 말까지 47조원(총 293건)의 주관실적을 쌓았다.,FALSE,
147,context,0.3206,0.6684,0.1333,1,1,1,1,,,,neutral,0.9998,0.6685807704925537,기후변화·온실가스,E,기후 거버넌스·인벤토리,"금융기관의 온실가스 배출량을 평가하고 공시하는 기준을 만들기 위해 설립된 탄소회계금융협회((PCAF, Partnership for Carbon Accounting Financials)는 당초 지난해 기준을 제정,발표할 예정이었다. 하지만 로이터에 따르면 이 기구에 참여하는 금융기관 사이의 이견이 팽팽해 아직까지 결과물을 내놓지 못했다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
148,context,0.3725,0.737,0.2131,1,1,3,1,,,,neutral,0.999,0.7377457618713379,기후변화·온실가스,E,Scope 3 배출량,"이에 앞서 지난해 12월 ISSB는 기업의 온실가스 배출량 공시 부담을 완화하기 위해 스코프3 배출량 공시 의무를 최소 1년간 유예해 주기로 결정했다. 스코프3는 기업의 협력사 등 공급망과 제품 소비 과정에서 발생하는 외부 탄소 배출량이다. 스코프 3 배출은 부품이나 소재의 생산, 조달 과정을 뜻하는 업스트림 활동에 의한 배출, 그리고 기업이 생산한 제품이 유통되는 과정과 소비자가 쓰고 폐기할 때 발생하는 다운스트림 활동을 통한 배출로 나뉜다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
149,opportunity,0.4848,0.6535,0.4538,1,3,1,1,,,,positive,0.9724,0.6720902919769287,ESG 데이터 거버넌스,G,ESG 데이터 내부통제,"거대한 우주사업에 도입된 RO 정수 시스템을 가정에서 손쉽게 쓸 수 있도록 정수 및 필터 기술 발전에 기여해온 것이 코웨이의 R D다. R D센터인 환경기술연구소를 주축으로 디자인연구소, TQA(Trust Quality Assurance)센터, 생산기술연구실 등이 포진해 있다. 회사 관계자는 국내외 신제품,신기술 개발을 담당하는 환경기술연구소, 품질 관련 총괄조직인 TQA실, 제품 디자인 및 UI 구조설계 등을 개발하는 디자인연구소 등으로 연구개발 구조를 분담 체계화했다고 설명했다.",TRUE,재무영향낮음(잠재규모1·가능성1)
150,opportunity,0.5043,0.4894,0.5578,1,3,2,1,,,,positive,0.9843,0.49717751145362854,에너지 관리,E,신재생에너지 전환,업계 관계자는 RE100 달성을 요구하는 투자자의 목소리가 점점 커지고 있다 고 전했다. 국제 공급망에 속한 기업들의 경우 원청기업으로부터의 온실가스 감축 압력이 거세지면 거세졌지 완화되지는 않을 전망이다.,FALSE,
151,context,0.2075,0.4321,0.0866,1,1,1,1,,,,neutral,0.6495,0.665307879447937,윤리경영·준법,G,반부패 및 컴플라이언스,ISSA 5000은 인증에 참여할 수 있는 기관을 회계법인과 일정 자격을 가진 독립된 기관으로 정해 놓았다. 인증 기관은 국제윤리기준위원회의 국제윤리기준(International Independence Standards)을 포함한 전문회계사 윤리강령(International Code of Ethics for Professional Accountants)과 같은 관련 윤리적 요구 사항을 준수하고 ISSAB의 품질관리기준에 부합하는 수준의 품질관리 시스템을 적용해야 한다.,TRUE,낮은신뢰도(0.649) | 감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
152,opportunity,0.4448,0.5495,0.3279,1,1,1,1,,,,positive,0.9838,0.55855792760849,이사회 구조,G,이사회 구성 및 독립성,"특히, 건전한 지배구조 구축에 모범을 보이고 있는 것으로 나타났다. ESG경영 의지와 주주권리 보호, 이사회 구성과 운영 등의 항목에서 높은 평가를 받았다. 환경부문 성과가 상대적으로 미흡했지만, 보완 노력을 기대한다고 평가원은 밝혔다.",TRUE,영향도낮음(규모1·범위1)
153,context,0.2432,0.471,0.1205,1,1,1,1,,,,neutral,0.9035,0.5212965607643127,에너지 관리,E,신재생에너지 전환,"이 사업은 풍력과 태양광 발전 사업에 투자를 희망하지만, 자금 마련이 어려운 주민에게 저금리로 주민참여자금을 융자 지원한다. 지원대상은 풍력 3메가와트, 태양광 500킬로와트 이상의 발전소 주변 읍면동에 1년 이상 주민등록이 된 주민 또는 주민으로 구성된 5인 이상 마을기업이다. 발전소 설치로 어업권 등의 피해를 입는 주민도 포함된다.",TRUE,감정불명확 | 영향도낮음(규모1·범위1) | 재무영향낮음(잠재규모1·가능성1)
154,opportunity,0.4368,0.5305,0.445,1,3,1,1,,,,positive,0.9535,0.5563472509384155,이사회 구조,G,이사회 구성 및 독립성,"신한금융지주의 ESG 종합등급은 A 로 업종 평균을 크게 상회하는 최상급이다. 부문별로 보면 환경 등급이 상대적으로 미흡하나 지배구조 평가에서 업종 내 가장 높은 점수를 받았다. 종합점수 기준으로 금융업계 2위에 올랐다. 이사회 구성 및 운영에서 높은 점수를 받았고, 경영자 평가, 주주권리 보호 측면에서도 우수하다는 평가다.",TRUE,재무영향낮음(잠재규모1·가능성1)
